Index,Dish_Name,Restaurant_Name,Similar_Dishes,Similar_Indexes,Similar_Scores
46,almond croissant,"['FP Patisserie', 'Macchiato Espresso Bar', 'Wayside', 'Pushcart Coffee', 'Bagel Boss']","['kinder candy', 'ritter sport chocolate', 'halo top pint', 'coconut almond bar', 'chocolate croissant breakfast']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/228156-emack-bolio-s/menu/', '/ny/new-york/365758-blu-cafe/menu/']","[9, 8, 8, 7, 7]"
47,almond croissant breakfast,['Blu Cafe'],"['chocolate croissant breakfast', 'almond croissant', 'almond croissant', 'almond croissant', 'almond croissant', 'almond croissant', 'chocolate almond croissant', 'croissant breakfast', 'kinder candy']","['/ny/new-york/365758-blu-cafe/menu/', '/ny/new-york/356523-fp-patisserie/menu/', '/ny/new-york/360181-macchiato-espresso-bar/menu/', '/ny/new-york/361048-wayside/menu/', '/ny/new-york/366185-pushcart-coffee/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/360181-macchiato-espresso-bar/menu/', '/ny/new-york/365758-blu-cafe/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/']","[10, 7, 7, 7, 7, 7, 6, 4, 4]"
48,almond drink,['Dining Room Management Group'],"['iced matcha', 'beverages', 'sprite', 'sprite', 'sprite', 'sprite', 'pistachio baghlava', 'san pellegrino water']","['/ny/new-york/361048-wayside/menu/', '/ny/new-york/358105-no-fun-featuring-dorante-s-cocina/menu/', '/ny/new-york/334552-ippin/menu/', '/ny/new-york/342726-sakamai/menu/', '/ny/new-york/352130-lucky-strike-lanes/menu/', '/ny/new-york/477811-atwood/menu/', '/ny/new-york/357760-cafe-nadery/menu/', '/ny/new-york/4745-arome-cafe/menu/']","[9, 9, 9, 9, 9, 9, 7, 6]"
49,almond joy,['Houston Village Farm Deli Cafe & Grocery'],"['kinder candy', 'heavenly cupcakes', 'bark thins snacking chocolate', 'halo top pint', 'pancakes short stack']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/']","[9, 8, 5, 5, 4]"
50,almond kiss,['Pushcart Coffee'],"['linzer tart cookies', 'liniments', 'trojan', 'black and white cookie', 'black and white cookie', 'black  white cookie', 'black  white cookie']","['/ny/new-york/354410-villabate/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/365758-blu-cafe/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/368500-bagel-boss/menu/']","[10, 9, 9, 9, 9, 9, 9]"
51,almond milk,['Benvenuto Tribeca'],"['dole pineapple juice', 'dole pineapple juice can', 'berry blend smoothie', 'purple pineapple', 'orange you glad juice']","['/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/354954-juice-generation-greenwich/menu/', '/ny/new-york/361013-salud-soho/menu/']","[9, 9, 9, 9, 6]"
52,almond milk shake,['Dining Room Management Group'],"['hot chai latte', 'pure black hot teas', 'chai latte', 'chai latte', 'chai latte', 'chai latte', 'chai latte', 'cream cheese', 'cream cheese', 'cream cheese', 'cream cheese', 'vanilla cake']","['/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/365758-blu-cafe/menu/', '/ny/new-york/141126-cc-s-cafe/menu/', '/ny/new-york/357760-cafe-nadery/menu/', '/ny/new-york/358920-sasha-s-coffee/menu/', '/ny/new-york/361702-12-corners/menu/', '/ny/new-york/366185-pushcart-coffee/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/355931-delimarie/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/2796-dessert-delivery/menu/']","[10, 10, 10, 10, 10, 10, 10, 9, 9, 9, 9, 9]"
53,almond roca,"[""Emack & Bolio's""]","['hersheys almond', 'salted butter pecan cookie', 'chocolate mousse cake', 'flourless brownie', 'ritter sport chocolate']","['/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/366185-pushcart-coffee/menu/', '/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/362955-rex-coffee/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/']","[8, 7, 7, 6, 6]"
54,almond smoothie,['Dining Room Management Group'],"['medjool date omelette', 'raw coconut with shot', 'daily iced tea', 'zone perfect bar', 'almond milk shake']","['/ny/new-york/357760-cafe-nadery/menu/', '/ny/new-york/360480-goloka-5th-st/menu/', '/ny/new-york/361897-nourish-kitchen-and-table/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/250047-dining-room-management-group/menu/']","[7, 5, 5, 4, 4]"
55,almost italian,['East Side Gourmet Deli'],"['tilapia over basmati rice', 'tortilla soup', 'tortilla soup', 'cherry tomatoes', 'cherry tomatoes', 'tomatoes', 'tomato and peas']","['/ny/new-york/359671-comme-ci-comme-ca/menu/', '/ny/new-york/337547-pinche-taqueria/menu/', '/ny/new-york/358105-no-fun-featuring-dorante-s-cocina/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/250047-dining-room-management-group/menu/']","[8, 7, 7, 6, 6, 6, 4]"
56,aloe juice,"[""America's Finest Deli""]","['strawberry cream cheese', 'san pellegrino sparkling juice', 'fresh lemonade with mint', 'bowl of seasonal fruit', 'raw coconut']","['/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/361702-12-corners/menu/', '/ny/new-york/308682-falafel-on-broadway/menu/', '/ny/new-york/378993-cafe-standard/menu/', '/ny/new-york/360480-goloka-5th-st/menu/']","[5, 5, 3, 3, 3]"
57,alpine lace swiss sandwich,['Arome Cafe'],"['monte cristo sandwich', 'monte cristo sandwich', 'cuban sandwich', 'cuban sandwich', 'cuban', 'cuban', 'california burger', 'california burger']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/141126-cc-s-cafe/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/4829-east-side-gourmet-deli/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/']","[9, 9, 8, 8, 8, 8, 7, 7]"
58,alpine swiss,"[""Andy's Deli""]","['garlic mashed potato', 'smashed potatoes', 'smashed potatoes', 'egg with roasted beef', 'create your own omelette', 'home fries', 'home fries']","['/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/477580-upland/menu/', '/ny/new-york/478376-cafe-clover/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/4745-arome-cafe/menu/']","[10, 9, 9, 9, 8, 8, 8]"
59,als avocado chicken sandwich,"[""Manny's Gourmet""]","['greek omelette', 'greek omelette', 'greek omelette', 'breakfast meat', 'sausage patty', 'chicken bacon avocado and egg wrap', 'italian egg wrap']","['/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/361013-salud-soho/menu/', '/ny/new-york/141126-cc-s-cafe/menu/']","[4, 4, 4, 3, 2, 1, 1]"
60,always,['Houston Village Farm Deli Cafe & Grocery'],"['roasted rack of lamb', 'heinz distilled vinegar', 'squab with lemon sauce', 'salted chicken leg', 'roasted lamb chops']","['/ny/new-york/363962-prime-butcher-baker/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/']","[5, 4, 4, 4, 4]"
61,amalfi,['Benvenuto Tribeca'],"['abc juice', 'chicken limone', 'steak with chimichurri', 'dececco spaghetti', 'amys pizza']","['/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/318419-la-bella-vita/menu/', '/ny/new-york/361897-nourish-kitchen-and-table/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/']","[7, 5, 5, 5, 4]"
62,amazing roll,"['Ajisai Japanese Restaurant\n Ajisai Japanese Restaurant', 'Ageha Sushi']","['flour', 'flour', 'black and white cookie', 'black and white cookie', 'black  white cookie', 'black  white cookie', 'cream cheese', 'cream cheese', 'cream cheese', 'cream cheese', 'pasticiotti']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/365758-blu-cafe/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/355931-delimarie/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/354410-villabate/menu/']","[10, 10, 9, 9, 9, 9, 8, 8, 8, 8, 8]"
63,amber ale,['Culture Fix'],"['ribeye steak teriyaki', 'green', 'one egg', 'one egg', 'almond milk', 'pineapple bubble tea']","['/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/378993-cafe-standard/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/477580-upland/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/']","[6, 6, 3, 3, 2, 2]"
64,ambrosia devon custard,['Houston Village Farm Deli Cafe & Grocery'],"['mango strawberry smoothie', 'blueberry corn muffin', 'nasoya organic tofu  oz', 'ocean spray jellied cranberry', 'philly steak']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/378993-cafe-standard/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/358862-andy-s-deli/menu/']","[10, 8, 5, 4, 2]"
65,american,"['Rumours', 'Delimarie']","['ice cream or sorbet', 'banana peanut butter and salted caramel smoothie', 'lemon parmesan roasted cauliflower', 'classic caesar', 'classic caesar', 'classic caesar salad', 'classic caesar salad']","['/ny/new-york/477580-upland/menu/', '/ny/new-york/365758-blu-cafe/menu/', '/ny/new-york/360670-b4/menu/', '/ny/new-york/352334-rumours/menu/', '/ny/new-york/478425-monte-carlo/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/368500-bagel-boss/menu/']","[7, 6, 3, 3, 3, 3, 3]"
66,american cheese,"[""Andy's Deli""]","['pan seared duck breast', 'panseared duck breast', 'iced coffee', 'iced coffee', 'iced coffee', 'iced coffee', 'iced coffee', 'iced coffee', 'iced coffee', 'iced coffee', 'iced coffee', 'iced coffee', 'iced coffee', 'iced coffee', 'iced coffee', 'extra blue cheese dressing', 'frozen fruit bars']","['/ny/new-york/335043-ageha-sushi/menu/', '/ny/new-york/333616-ajisai-japanese-restaurant/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/314788-casa-loca/menu/', '/ny/new-york/355931-delimarie/menu/', '/ny/new-york/356523-fp-patisserie/menu/', '/ny/new-york/357760-cafe-nadery/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/361030-le-baratin/menu/', '/ny/new-york/361048-wayside/menu/', '/ny/new-york/362955-rex-coffee/menu/', '/ny/new-york/365758-blu-cafe/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/302273-imperial-pizzeria/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/']","[9, 9, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5]"
67,american cheese omelet,['Yours Wholesome Foods Deli & Grocery'],"['american cheese omelet', 'two eggs and cheese with ham', 'ham and cheese omelette', 'roast beef  melted cheddar', 'cheese omelette roll']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/']","[10, 10, 10, 10, 9]"
68,american cheese sandwich,"['United We Stand Deli', 'Arome Cafe']","['pepper jack cheese sandwich', 'grilled cheese sandwich with fries', 'american cheese sandwich', 'american cheese sandwich', 'two egg breakfast sandwich', 'american wrap', 'american wrap', 'american wrap']","['/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/']","[10, 10, 10, 10, 10, 10, 10, 10]"
69,american chocolate cake,['Dessert Delivery'],"['chips', 'potato chips', 'ruffles', 'ruffles chips', 'bag of chips']","['/ny/new-york/360673-taqueria-diana/menu/', '/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/337547-pinche-taqueria/menu/']","[6, 6, 6, 6, 6]"
70,american cobb salad,['Benvenuto Tribeca'],"['buffalo chicken', 'buffalo chicken', 'buffalo chicken', 'ranch', 'veggie white wrap', 'lb tuna salad sandwich', 'mixed veggies  cheese omelet']","['/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/', '/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/']","[7, 7, 7, 7, 6, 5, 5]"
71,american coffee,"['Falafel on Broadway\n Falafel on Broadway', ""Fluffy's Café & Pizzeria.""]","['chocolate truffles', 'tiramisu cake', 'caff mocha', 'caffe mocha', 'cafe con leche']","['/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/228156-emack-bolio-s/menu/', '/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/141126-cc-s-cafe/menu/']","[7, 5, 5, 5, 5]"
72,american combo,['East Side Gourmet Deli'],"['maple egg cream', 'fresh broccoli', 'fresh broccoli', 'rama', 'blueberry thyme french toast', 'mac  cheese']","['/ny/new-york/355571-morris-grilled-cheese/menu/', '/ny/new-york/316262-manny-s-gourmet/menu/', '/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/373668-at-nine/menu/', '/ny/new-york/477811-atwood/menu/', '/ny/new-york/360670-b4/menu/']","[8, 7, 7, 7, 5, 5]"
73,american hero,['Q & N Foods'],"['peppers and eggs hero', 'italian hero', 'italian hero', 'american hero sandwich', 'american hero', 'eggs on a roll sandwich']","['/ny/new-york/302273-imperial-pizzeria/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/']","[10, 10, 10, 10, 10, 10]"
74,american hero sandwich,"[""America's Finest Deli""]","['peppers and eggs hero', 'italian hero', 'italian hero', 'american hero sandwich', 'american hero', 'eggs on a roll sandwich']","['/ny/new-york/302273-imperial-pizzeria/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/356355-the-east-wing-fka-the-havana-room/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/']","[10, 10, 10, 10, 10, 10]"
75,american idol,['East Side Gourmet Deli'],"['lettuce with oyster sauce', 'two squabs', 'caldo de pollo', 'pringles chips oz', 'chicken vegetable soup']","['/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/250130-hop-lee-restaurant/menu/', '/ny/new-york/380213-mexican-festival-restaurant/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/358848-nordic-delicacies-inc/menu/']","[5, 5, 3, 2, 2]"
76,american party hero,['Benvenuto Tribeca'],"['guinness irish beef stew', 'white anchovies', 'simply grilled chicken', 'chef potato', 'garlic mashed potato']","['/ny/new-york/352334-rumours/menu/', '/ny/new-york/353102-maiden-lane/menu/', '/ny/new-york/363962-prime-butcher-baker/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/']","[8, 5, 4, 3, 3]"
77,american philly,['Arome Cafe'],"['american philly', 'super cheeseburger', 'yellow american cheese', 'kaiser rolls', 'b american cheese burger']","['/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/']","[10, 3, 2, 2, 2]"
78,american sub,['Arome Cafe'],"['american philly', 'super cheeseburger', 'yellow american cheese', 'kaiser rolls', 'b american cheese burger']","['/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/368500-bagel-boss/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/']","[10, 3, 2, 2, 2]"
79,american wrap,"[""Manny's Gourmet"", ""Andy's Deli"", ""America's Finest Deli""]","['arnold slice breads', 'arnold breads', 'american cheese sandwich', 'american cheese sandwich', 'pepper jack cheese sandwich', 'grilled cheese sandwich with fries']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/375922-america-s-finest-deli/menu/']","[10, 10, 10, 10, 10, 10]"
80,americano,"[""CC's Cafe"", 'Houston Village Farm Deli Cafe & Grocery', 'Cafe Nadery', ""Sasha's Coffee"", 'Nolita Mart & Espresso Bar', 'Macchiato Espresso Bar', 'Wayside', '12 Corners', 'Nourish Kitchen and Table', 'Rex Coffee', 'Pushcart Coffee']","['limonata', 'sanpellegrino  limonata', 'fresh seasonal drink', 'orange allure', 'blueberries oz']","['/ny/new-york/354410-villabate/menu/', '/ny/new-york/333734-chopt-creative-salad-co/menu/', '/ny/new-york/374424-spaha-soul/menu/', '/ny/new-york/358572-provocateur/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/']","[3, 3, 2, 2, 1]"
81,americano coffee,['Blu Cafe'],"['iced americano', 'iced americano', 'iced caffe mocha', 'sweet mascarpone', 'flavored ice coffee', 'coffee', 'coffee', 'coffee', 'coffee', 'coffee', 'coffee', 'coffee', 'coffee', 'coffee', 'coffee', 'coffee', 'coffee']","['/ny/new-york/361048-wayside/menu/', '/ny/new-york/366185-pushcart-coffee/menu/', '/ny/new-york/315753-fluffy-s-cafe-pizzeria/menu/', '/ny/new-york/355571-morris-grilled-cheese/menu/', '/ny/new-york/360181-macchiato-espresso-bar/menu/', '/ny/new-york/141126-cc-s-cafe/menu/', '/ny/new-york/228156-emack-bolio-s/menu/', '/ny/new-york/250047-dining-room-management-group/menu/', '/ny/new-york/314788-casa-loca/menu/', '/ny/new-york/352130-lucky-strike-lanes/menu/', '/ny/new-york/356523-fp-patisserie/menu/', '/ny/new-york/357760-cafe-nadery/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/360181-macchiato-espresso-bar/menu/', '/ny/new-york/361048-wayside/menu/', '/ny/new-york/361702-12-corners/menu/', '/ny/new-york/365758-blu-cafe/menu/']","[10, 10, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
82,amys bowls,['Yours Wholesome Foods Deli & Grocery'],"['amys organic soup', 'g guacamole and chips', 'grill cheese sandwich', 'veggie cigar', 'amys organic oz soup']","['/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/299880-benvenuto-tribeca/menu/', '/ny/new-york/360048-united-we-stand-deli/menu/', '/ny/new-york/359671-comme-ci-comme-ca/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/']","[2, 1, 1, 1, 1]"
83,amys burrito,['Yours Wholesome Foods Deli & Grocery'],"['grilled vegetable', 'grilled vegetable', 'extra hot sauce', 'beef lovers delight', 'chicken quesadilla', 'chicken quesadilla', 'chicken quesadilla', 'victoria']","['/ny/new-york/358862-andy-s-deli/menu/', '/ny/new-york/360181-macchiato-espresso-bar/menu/', '/ny/new-york/302273-imperial-pizzeria/menu/', '/ny/new-york/4829-east-side-gourmet-deli/menu/', '/ny/new-york/318476-q-n-foods/menu/', '/ny/new-york/365835-yours-wholesome-foods-deli-grocery/menu/', '/ny/new-york/4745-arome-cafe/menu/', '/ny/new-york/262307-houston-village-farm-deli-cafe-grocery/menu/']","[8, 8, 3, 3, 2, 2, 2, 1]"
